# Acquisition Start Time: 2025-08-11 16:20:46.444245
# Total data points: 8696
# Data source: 完整数据（临时文件）
# Memory optimized: True
# Data format: Doctor mode (original values only)

time(s),传感器 1,传感器 2,传感器 3,传感器 4,传感器 5,传感器 6,传感器 7,传感器 8,传感器 9,传感器 10,传感器 11,传感器 12,传感器 13,传感器 14
1.0157208442687988,1852.4565695116703,2292.8560253237974,2214.6989104663016,2427.9902285601415,2553.5174090067135,1989.0749211993366,1745.4739359277037,2000.9192126045446,2488.1726141599465,2311.4284129518064,2449.133050031975,2501.0612127082395,1850.218974262638,1747.7212483284463
1.0440340042114258,1852.0188945231364,2293.1980908664664,2214.7023332187905,2427.313056366598,2553.5974554798,1988.5812975090241,1745.525392529987,2000.658802021651,2488.4790105820775,2311.6041263978855,2449.0863696391675,2500.7959538441974,1850.0104819452833,1747.620086799195
1.0799310207366943,1851.811595757905,2293.1798230614445,2213.849892951419,2426.8580014667373,2554.174416792435,1989.2976896696102,1745.3625877094867,2000.9028515679736,2488.366842413939,2311.5755665834786,2449.913589102466,2500.750646311496,1849.6658984606224,1747.513932310291
1.1098389625549316,1851.6141109484531,2293.232686838592,2214.291092060785,2426.3328354353216,2554.4564895531817,1989.4185250715655,1745.2041847262662,2001.073439047942,2487.8308358575237,2311.199415229214,2449.527541492015,2500.6419285645707,1849.7605281394092,1747.184866210777
1.1477386951446533,1850.841905874455,2293.6449213478068,2214.652309612656,2425.7341413528598,2554.7339078166738,1990.1754028602872,1745.0505689257295,2001.0268568444626,2487.652124202194,2311.0481924690384,2449.220940345948,2500.3294292767164,1849.5741158439216,1747.281106380116
1.1760480403900146,1851.6564177810135,2293.625043214974,2214.1396826128525,2426.36581502568,2554.933160575907,1989.6925042944106,1744.9748490955478,2001.4127130364393,2488.6234691184627,2311.046543830511,2449.343026230398,2500.2476586600933,1849.4684655762546,1747.1552653140407
1.2138769626617432,1851.1775101181815,2293.6772364753983,2214.987228053039,2425.933511550557,2555.196720490063,1990.4925891102012,1744.7614209561364,2001.5849843181227,2488.373654238225,2310.8327778039115,2449.675058073814,2500.1104776886855,1849.4438763723126,1747.2443255039298
1.2419817447662354,1850.9942042160117,2294.162577325818,2215.180690153153,2425.090881634921,2555.596678394097,1990.9933100673086,1744.7720467153238,2001.6910474154859,2488.493519981267,2310.838624138199,2449.85995523158,2499.556683168691,1848.9935867347865,1746.900997671381
1.2798540592193604,1850.6678643186515,2293.9283296879094,2215.449594087907,2425.4232434996356,2555.482272053379,1990.9854162751221,1744.502374820893,2001.43952402433,2487.8937116947895,2311.211825764673,2449.6816355998917,2499.5934219672986,1849.4883945641923,1747.2829710286517
1.3078958988189697,1851.2103178874809,2294.053931687834,2215.0707141774833,2424.5513407084504,2555.8598793405085,1990.971016581507,1744.2390180847897,2001.7642661370778,2487.8626256661914,2310.6567047770736,2449.85818491479,2499.4274277977347,1849.491769712711,1746.806523189123
1.3514668941497803,1852.1087500565038,2294.811930839197,2215.905504316612,2421.7983710000285,2557.4552789953823,1991.325413497959,1744.38110616649,2002.151434825069,2489.181222649935,2311.5705277694124,2450.948641624291,2498.697755679267,1848.7947256722155,1745.5436856439708
1.3782379627227783,1851.5114595070322,2293.8126593553156,2214.1511999316676,2422.1516072764744,2557.6323259949563,1990.5932902275752,1743.9062344345164,2002.2799734919236,2489.107582828864,2311.5323417095974,2451.405218172931,2499.954916229339,1848.8228504931365,1746.4167816170755
1.4069938659667969,1852.5547976411985,2294.288408692467,2216.781043465634,2421.620139835121,2557.4543470289195,1992.4395609065689,1743.92769019277,2002.9164710644802,2488.4260222222247,2310.478030533251,2450.604597360752,2499.237188183345,1848.1201539066335,1747.3135504819736
1.4448139667510986,1851.3592542796978,2293.552192211356,2214.526984018573,2424.2377090272557,2557.0770192495697,1989.5597443798513,1743.4956349410215,2002.2802132991196,2488.7447680998685,2311.7465962862043,2450.55637140736,2499.6929062801614,1849.8128773279955,1746.0322913703633
1.472810983657837,1849.395609040946,2293.8114725321166,2215.0550424787916,2422.709143561798,2556.481744702779,1990.9318801344364,1743.564194777833,2001.1872393128967,2487.0209047052444,2310.5366684563583,2449.7055464612085,2497.9909935786627,1850.389497105273,1744.7462495589227
1.5067098140716553,1851.1079674913558,2294.546468411303,2216.971435120082,2424.3919700101,2557.1435797155536,1990.6109483116472,1743.9498444138255,2002.3076528730542,2489.021073635922,2311.908691383714,2451.949542274804,2498.7514623460816,1849.28917211427,1745.150943504765
1.5445749759674072,1850.9025552003932,2292.801097637927,2214.6995029196946,2420.9221682492707,2554.63208103358,1988.68486224583,1742.1823005118695,1999.7988870544184,2486.539915904263,2309.5215732311494,2449.572548641253,2495.9756251664667,1849.2000338919438,1743.534033801977
1.572030782699585,1851.9445171233817,2294.5181311164106,2216.1710891657353,2424.2026427843184,2557.1485666279546,1991.2391784401727,1743.8642539193356,2002.743373096776,2489.9032406666297,2311.6794596587615,2452.283682857384,2498.8267122713496,1849.7301324124367,1746.1657236841675
1.6085517406463623,1850.77255589021,2295.2642752490215,2217.2531446036774,2423.9973897293867,2556.136185700752,1992.2315923657904,1743.8401387653391,2002.0169158165302,2487.297076541564,2311.5366071541675,2450.4271998340137,2500.0570014085906,1849.7277577837992,1745.7373865512752
1.6380877494812012,1851.880129472166,2293.9958177616018,2215.0838151099706,2423.6537787954667,2557.5343227429485,1990.8225555599113,1744.1237700761678,2003.1783525572241,2488.9626508428973,2312.5337339166963,2451.4472275810786,2498.591544583814,1851.9859961777513,1746.226277222326
1.677055835723877,1850.6561479318455,2295.8565408565587,2216.2266545068046,2422.3645050774744,2557.2592082023275,1990.4182433327326,1744.1343789130303,2003.309063057639,2489.9749489334536,2311.8023014394257,2450.7594872133704,2498.736626394822,1850.1145179186008,1746.47753791768
1.7039248943328857,1852.33728695092,2294.9604423819246,2216.4944786115057,2424.305458359996,2557.3015228761583,1991.8716022952228,1742.777596350431,2002.9225691644608,2488.617271976902,2310.8548898059967,2451.892492162334,2498.8496347479413,1849.3471074968577,1746.8967053701278
1.7402758598327637,1852.8359019755687,2293.861257761916,2215.4184856649076,2421.6346741353104,2556.9975901516764,1992.9570466463638,1743.9363714060603,2003.3656097404792,2488.5676223179325,2312.290464268564,2451.3012816121004,2499.874217411136,1851.570868422892,1746.0072413760465
1.7742860317230225,1850.8104281103201,2294.7718244366524,2216.9779798740137,2420.809226105223,2556.7687249447113,1991.5973948517508,1743.7266015730513,2002.1867775214741,2489.7635847901347,2311.4398919870546,2451.3639110928098,2498.511131812314,1851.2027856738227,1746.003887892242
1.8029909133911133,1851.916877575119,2294.360149086069,2217.1502466731663,2423.5756529568807,2556.3370536075017,1992.079496844758,1743.257236383984,2002.3039077386484,2487.532830418912,2309.943559124986,2451.13574280709,2498.0068432359653,1850.8216456642201,1746.2719330772215
1.8406918048858643,1852.534518663206,2294.8194528661784,2216.26730397421,2421.2179425518593,2556.6903260497625,1990.1005626054869,1743.523988121908,2001.7158418647944,2488.875312868898,2311.9310985389748,2451.4998539151775,2498.414727578005,1850.4252364976057,1744.400030534064
1.868886947631836,1852.9286252589511,2294.6081502928837,2214.799921050684,2422.852355107398,2556.8438392091834,1990.2007413998633,1743.3405458500868,2002.3457873555944,2487.561184641069,2312.0032643365903,2453.532901161966,2500.198887414772,1850.320299238204,1745.3409216724401
1.9047300815582275,1852.205898161373,2294.2909031090344,2216.172503403298,2421.3242002665875,2556.9432336737937,1991.0048198515635,1743.1044721829526,2002.8214526774407,2487.6340169487466,2311.4829522568207,2451.272841849205,2498.943265512789,1850.8078399066603,1745.0673177015772
1.9350709915161133,1849.3362556262457,2295.2060549093503,2216.79642894611,2422.828995160455,2556.5397030115405,1990.936048959015,1743.4326660549646,2003.1884884640392,2488.203929791286,2311.104781128151,2451.2773027949374,2498.788419832691,1852.2215174766918,1745.008944717145
1.9743998050689697,1849.4661874987964,2293.19531368544,2213.9188420823457,2420.8820055655005,2555.5099848495393,1989.334046041628,1742.5216241667313,2000.3383630062633,2486.9350287015627,2309.6090186683905,2449.4404096235367,2496.6394222869767,1852.1190933667538,1744.9349924681117
2.0012238025665283,1851.4845108844752,2293.7319666509443,2216.2950639594783,2424.1694491929397,2556.9612585331897,1990.7849665269962,1742.9893488839643,2002.7907503433723,2488.996676841554,2310.624465391603,2451.3983535204893,2498.854546780919,1851.5180459370383,1744.9023480823673
2.037627696990967,1852.3710116410746,2295.3061089177995,2217.7554562545993,2423.2210167541257,2557.0396483719974,1990.8242649743038,1743.471047241696,2002.599834081808,2486.5715298440455,2310.5267236852424,2452.5963033463618,2499.5668875835936,1852.1200800353852,1744.4374668337261
2.0739169120788574,1851.1050275697353,2295.1098849029245,2216.008219578269,2422.896881516416,2555.683988507528,1991.0996967281094,1743.2101760294852,2002.2910617634618,2488.236658703796,2311.395026418073,2453.1583119764186,2498.73282153265,1852.428483690699,1747.0965114494054
2.099961042404175,1852.9575648114555,2295.069134035334,2215.7588162750267,2422.3755401370445,2555.2314996244404,1991.1967155443535,1743.0434261474493,2001.7559339005675,2485.8131205122672,2310.5741904545607,2451.3256399538514,2499.094475048044,1851.4359358113031,1744.955208683693
2.1339917182922363,1852.3815688855218,2294.080521250511,2215.837419501767,2422.591662238561,2556.857411966707,1991.2724384402177,1743.5723789449041,2002.633393559721,2488.2910711697555,2311.402252953645,2452.553729498977,2498.487045564587,1853.444696254329,1746.2010468324274
2.1714510917663574,1851.3207922470936,2293.4882902965655,2216.743994546543,2421.5548385948505,2556.4914573767064,1991.19684933162,1742.66008560159,2001.878681528498,2487.896022033824,2312.8471231940894,2451.821600003768,2498.489829149462,1852.9396359676184,1744.6976353822042
2.1989028453826904,1852.60762768189,2293.8929757831484,2216.2167353099753,2422.0200143709385,2556.446454947292,1990.242735275963,1742.5192529309782,2002.5294080867357,2487.3102914483306,2310.2799299186677,2451.848733205602,2498.6626871876806,1850.7216513330593,1745.721668930301
2.2366960048675537,1851.9127937127623,2294.517222642384,2215.459238330166,2420.7150865345534,2556.468916315797,1990.8674021176018,1742.3311747348234,2002.1151930045519,2487.1582991707405,2310.2915180925384,2451.720131569541,2498.093013627895,1851.6624229606964,1745.8731546265333
2.265143871307373,1851.4550138328402,2294.2876203765604,2215.463922561427,2421.5963542629543,2556.2562781143415,1991.4645028705625,1742.7887891130263,2002.1329932134504,2487.7369994727096,2310.495276866141,2451.076711022219,2498.4489089378676,1852.445128829369,1745.043881023701
2.300718069076538,1853.5695188996203,2294.262893448962,2218.105196389889,2422.062067458264,2555.969589929213,1991.5157110376576,1742.3607933560313,2002.6404677682297,2488.266308947583,2311.3363145676917,2451.884085594673,2497.5854913453613,1852.836431608215,1744.5291977894299
2.3310039043426514,1851.7891128477306,2295.295141017399,2216.0186617923714,2420.229316233469,2554.446326746939,1988.8600919965936,1741.6908731193666,2000.871052439032,2487.2979223502102,2310.852912728585,2450.266164255259,2496.4842684070945,1851.8064853854348,1744.1164954544822
2.3673698902130127,1851.729645229606,2294.4623423706767,2215.5039898042587,2421.4247023724874,2556.4242724878236,1990.0196859540972,1742.9027382685356,2001.7052118334416,2488.6530034319394,2311.4533794971794,2454.126435434977,2498.6100847966322,1852.02807315776,1745.1432513862126
2.4030587673187256,1851.7081775901859,2294.213861947548,2216.2441601481064,2420.2786294922325,2555.9246696658665,1990.1087924398162,1742.7122211830297,2001.620842225643,2486.662467240648,2311.1350932262358,2452.901236819506,2498.6346472586342,1852.3273443695753,1744.3274960413496
2.429978847503662,1850.2486883181946,2294.888547442631,2216.192888978039,2420.3752197996605,2556.6329974747514,1991.9539651060143,1742.8166233618663,2001.630473384175,2487.027668673722,2310.5163469534064,2452.219646047405,2499.085816446176,1852.1255957366066,1744.703927508685
2.4674339294433594,1851.158274544241,2294.639564909844,2214.275059814686,2422.3740072387686,2556.0675137140915,1990.7038296218423,1742.9274044205372,2002.7081682458595,2489.2433512399293,2310.8520028230096,2450.8710876436003,2498.984154264489,1852.0741329270381,1745.7094539335408
2.502814769744873,1850.9974520289375,2294.2861079021754,2216.4354415187513,2422.9046186730716,2556.196747896031,1991.1244652391292,1742.1156051814567,2002.3773404088906,2487.6471115363765,2309.8590756418703,2452.0199402220314,2499.2309752189058,1852.0148203376227,1745.1459535173299
2.528956890106201,1851.0655967942205,2295.087765752112,2216.324215300157,2420.7331555110472,2556.693848936226,1992.5756212839456,1743.1626714149943,2003.112453033153,2488.9170743763443,2310.796613573646,2452.168253219822,2498.4000027866746,1851.2777250668312,1745.4417579305218
2.5667948722839355,1850.3728621615317,2294.6104940106347,2217.0190854535354,2422.814529055519,2555.6876071241,1992.1104935851429,1743.0479103786583,2001.699175524646,2487.2356590738177,2312.029664646857,2451.843173008891,2498.9852284630256,1852.8725370955754,1745.7747839449726
2.595005750656128,1852.232249353892,2293.8896204320226,2215.302648396791,2422.4516151273738,2555.9858650622386,1991.5817174207461,1742.2562490217229,2002.197040974747,2486.6622870036435,2309.9635796628622,2451.245586846608,2499.1920189090156,1852.5988865285794,1745.8108039928097
2.631105899810791,1851.3370856357408,2293.5277315241115,2216.29076939406,2420.597228671598,2557.058855942679,1992.4681586113486,1742.7848411241241,2001.9969125694636,2488.545398412278,2309.8995936459473,2452.6532422948067,2499.0534702969944,1851.914059546976,1744.3614464024427
2.667387008666992,1850.4555366721781,2293.4578208070993,2215.4931531318225,2422.798014940389,2556.2366249305514,1991.6173928137014,1742.7062628646397,2002.0597031677476,2488.6166192343767,2311.2222324645427,2452.4836585696094,2498.89907623215,1852.6663197163127,1744.328560492451
2.6939849853515625,1851.1334445602954,2293.405743455552,2215.8118563695143,2421.9603428674977,2557.044368951135,1990.0330638758517,1742.172859731907,2002.8053513782236,2487.212759060305,2310.9893026014856,2451.388164142875,2498.989035716892,1852.289316215879,1744.506718948984
2.7316629886627197,1850.8829988493637,2294.3577093141726,2216.617599078504,2421.3676923853113,2555.820995806686,1990.3300758219793,1742.0414382306951,2001.6072089701595,2489.5421086672695,2310.0950431773495,2453.423502024244,2498.5027247827456,1851.8942618427816,1744.2626439582557
2.7600338459014893,1850.1829214226818,2293.28946018293,2214.1461628106813,2421.4567363027445,2555.9736115820624,1989.20257910578,1741.8620763944027,2001.5516752493315,2487.1474273164563,2309.8633419397265,2450.7314388821937,2498.557636019501,1851.438870035041,1744.8704481421948
2.7966561317443848,1852.4573246760378,2294.19811981914,2216.720703003403,2421.7457926764446,2556.5616992926225,1991.8833823852117,1742.1164696903204,2003.014348842604,2489.178808132401,2311.5815055787416,2452.0370391271476,2497.910932667344,1851.9451015375757,1744.504705548045
2.8259360790252686,1852.26821417344,2295.4055010291413,2214.076095267778,2420.7015520354853,2554.8061542217088,1989.4439292696609,1741.3531902228692,2001.313742041637,2486.6219752511124,2308.1819843872195,2449.295302564634,2495.8445970431326,1850.8447177784194,1742.729063332979
2.863227128982544,1851.0859498118673,2293.70684727269,2215.776554747538,2421.7843820013095,2556.7018436358285,1990.4943739784771,1742.9862696793605,2002.3453154422562,2489.011939484762,2311.392120011079,2453.1311068085033,2499.404043865116,1852.5120719493752,1744.6464219759587
2.892143964767456,1851.5272681664214,2294.495511401771,2216.10040920518,2421.0126752470724,2555.8149047012794,1992.0271705257805,1742.742883511566,2001.888877447399,2487.5963520547493,2311.1298087689383,2452.482232478717,2499.1265542505125,1851.4802861742141,1744.478453657928
2.9299330711364746,1852.1320850594154,2294.321669520677,2216.029124144787,2421.3638030836883,2557.128117831295,1992.1590740325794,1743.01756387683,2002.7207961351098,2489.0493573853705,2310.4064873835914,2452.919796963078,2499.0217826133526,1851.8928133052927,1744.099302390848
2.9580278396606445,1850.0989439536972,2294.6434624015724,2216.0772263090976,2421.6655005405373,2556.2691420001092,1993.1038339117276,1743.0212493694357,2002.8142859180512,2488.4837967853287,2311.195541013486,2451.422317662912,2498.929729271616,1850.744321041841,1746.1530504237865
2.9958651065826416,1850.4896891688836,2294.442519256986,2215.58354864939,2421.8280299957305,2557.369727955698,1991.8359943890705,1741.514699325367,2002.8474417735526,2488.571335237221,2310.404943751451,2452.833322992181,2499.268114136502,1851.0261171533743,1744.1493383017523
3.0311999320983887,1851.256688780905,2293.989007883212,2215.566125954635,2420.369127475861,2557.2966458308842,1992.1252695228568,1742.991629893111,2002.631421912743,2489.6557605579706,2311.1192023653766,2451.130669396809,2498.825079956615,1851.0144080331677,1745.4554334164748
3.0569849014282227,1851.477889654184,2294.4199841647305,2216.1412925510585,2422.796164344374,2556.859420512213,1992.5344404944406,1743.329834253005,2001.6876868637592,2489.0095944897917,2311.576084418727,2451.773228110779,2498.5228428275987,1851.2686264056251,1743.9724512559224
3.093078851699829,1852.5359126623312,2293.04931446045,2216.142384011167,2422.9689671822944,2557.0338239031666,1991.811656450078,1743.152974278297,2002.7385916272804,2488.7315820047424,2310.2080873810564,2451.1791039294762,2498.973143969148,1851.3968441033721,1744.9176936189867
3.1229910850524902,1851.1005776460427,2293.780675705537,2215.4597468387797,2421.260948252173,2557.546932073164,1993.2382763504602,1742.9996893521502,2002.4285757495543,2490.2008380325988,2311.68435244221,2451.1397976172184,2498.639141338417,1850.259557204406,1743.9546271900676
3.1607820987701416,1850.7654026418445,2293.6933161216607,2216.006506887387,2424.2740625278198,2556.923893191276,1992.1651584042086,1743.023470261629,2002.1055210346237,2489.6367607708453,2311.214464970911,2452.614788783394,2498.7747634482075,1850.0746354006567,1744.2220637496218
3.1888749599456787,1851.0909134739554,2293.7469361649155,2215.095872582707,2422.047867537956,2557.6874264322423,1990.7332991557853,1742.338502355519,2003.8819137804078,2489.872294815838,2312.3928023164854,2450.9803581124247,2499.04623553837,1850.4433361869735,1744.0250712683126
3.2266008853912354,1850.5079595514237,2293.8518977806757,2216.7344961651966,2422.2697365083336,2557.124780355813,1992.5017800884798,1742.7620529270728,2002.7863376481498,2490.4103698337217,2310.9590425245947,2453.101856841829,2499.4206442954696,1851.1851663839664,1743.10310994165
3.2551307678222656,1848.4691491987453,2292.4381966557703,2213.137010091817,2419.212818846893,2555.1713471702324,1990.0054180521895,1741.5147883164923,2001.445105185891,2488.4826721388063,2309.408393340049,2449.334685004948,2498.138588637058,1848.8208053915262,1743.415355560562
3.2930080890655518,1851.4520812294647,2293.9667020269694,2216.5192336817922,2422.9424860939453,2557.359619710213,1991.2330057853378,1742.0718080884124,2003.2573606659575,2489.201655771755,2309.7304515100986,2451.56890048745,2499.195354794358,1851.0233672798884,1743.9878979118412
3.3209939002990723,1852.3022802060232,2295.092270638643,2216.6838424668977,2423.595107724249,2557.5648709574034,1991.9269417852734,1743.1941137099986,2003.281711887775,2489.4648891161305,2309.814772615707,2450.6755158271144,2499.959705160842,1850.3145496731463,1744.391310014809
3.3566229343414307,1851.1675570161613,2294.0610079769012,2215.755153962156,2421.9978740424444,2557.15741879751,1992.0974154760518,1743.322754580422,2002.6954179786737,2489.499761137379,2311.5800445997925,2453.2334549157295,2498.97595854522,1850.7299523264915,1743.9212081841292
3.387049913406372,1851.3103838730494,2293.5118629939525,2214.888627353758,2421.80164158655,2556.9767585315553,1992.6364675010905,1742.554885015965,2002.3691159017235,2488.0050693156336,2310.490565475784,2450.4196129409684,2499.4516700977306,1850.119300483255,1743.836111942838
3.4232728481292725,1850.3398009931987,2293.121124794656,2217.220242246295,2422.574689831433,2557.3961662021397,1992.611973931094,1743.2160800445517,2003.1568935045605,2489.1933620403966,2310.572537175435,2451.252443504318,2499.163671455744,1849.8589339270172,1743.6729639562902
3.453035831451416,1850.5200668774473,2292.7850070782697,2216.2456077330235,2422.258356616244,2556.567052456921,1991.3339479774245,1742.796625554707,2003.1422115983457,2488.8873804301215,2312.1098065886345,2451.201843298803,2499.7907248714987,1849.3263395836157,1744.4307505072632
3.4898548126220703,1850.722803868006,2293.996797719168,2215.158397082281,2423.1252988784477,2557.1659301210902,1991.874243412309,1742.423014752013,2002.718686053694,2489.3650504253546,2309.904658820906,2452.266354622686,2499.3232697879353,1849.9408966066017,1743.9384447225675
3.5237059593200684,1850.459639630029,2294.858469084399,2217.211930968032,2421.5772844644125,2557.401967620453,1991.5108913761806,1743.2248727015308,2001.9951625844737,2489.6349173596595,2310.2935916538217,2451.404201143149,2499.083882498395,1849.6953273656513,1744.6016549618794
3.5520639419555664,1851.070847797634,2293.8801791898404,2214.847039301208,2422.998949380564,2557.6467213307114,1991.27223381429,1742.901339693594,2001.94449616193,2489.0533900178475,2311.049881476445,2451.0319856558585,2499.165014715554,1849.3180096202834,1743.6120800282904
3.5898830890655518,1853.190360523612,2293.472953500331,2215.9742479921747,2422.8375193012553,2557.3482880735914,1991.8734096772112,1743.2790759186796,2002.856867407955,2489.737122806013,2310.778250110236,2451.8027861832834,2499.1881486962634,1849.2868577548857,1743.0435010103704
3.618072032928467,1851.9545753716757,2294.4885965993244,2215.38328593235,2421.761805437842,2557.260343945226,1992.6084679806063,1742.9933838347094,2002.6625944802258,2489.973577965147,2311.71215106481,2450.6723398261265,2497.573455329854,1847.9230589297197,1742.7006743414267
3.6548409461975098,1850.9421516867833,2291.7603690267388,2215.1810840915814,2423.827359203355,2557.7361649489308,1991.3721897306461,1743.2750369946207,2002.9430126961608,2490.506689871387,2311.405461040227,2451.6509680364366,2498.615562005125,1848.5857765104574,1743.9283212610364
